samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc
subsample_7.csv,ft_transformer,10,0.8894,0.893,0.9129,0.8702,0.867,0.9291,0.8462,0.8462,0.9153
subsample_10.csv,ft_transformer,20,0.8798,0.8826,0.8948,0.8846,0.8899,0.9096,0.875,0.8762,0.9243
subsample_8.csv,ft_transformer,30,0.8654,0.8679,0.9177,0.875,0.8774,0.9272,0.875,0.875,0.9254
subsample_3.csv,ft_transformer,50,0.8702,0.8643,0.9259,0.8558,0.8558,0.9149,0.8029,0.7735,0.9119
subsample_1.csv,ft_transformer,75,0.8702,0.872,0.9246,0.8606,0.8599,0.9032,0.8606,0.8571,0.9172
subsample_2.csv,ft_transformer,90,0.8846,0.8879,0.9214,0.8702,0.8778,0.9216,0.851,0.8531,0.9172
subsample_6.csv,ft_transformer,10,0.8702,0.8789,0.9223,0.8654,0.8667,0.9161,0.875,0.8829,0.9196
subsample_5.csv,ft_transformer,20,0.8702,0.8708,0.9316,0.8606,0.8585,0.9332,0.8702,0.867,0.9208
subsample_4.csv,ft_transformer,30,0.8269,0.8105,0.9097,0.8654,0.8627,0.9175,0.851,0.8458,0.9146
subsample_9.csv,ft_transformer,50,0.8606,0.87,0.9145,0.8654,0.8614,0.8939,0.8942,0.8962,0.9384
subsample_7.csv,ft_transformer,75,0.8846,0.8899,0.9168,0.8462,0.8416,0.9123,0.8606,0.8585,0.9271
subsample_10.csv,ft_transformer,90,0.8317,0.8205,0.9145,0.875,0.8738,0.9307,0.8702,0.8683,0.9327
subsample_8.csv,ft_transformer,10,0.8846,0.8868,0.9189,0.8798,0.8826,0.9066,0.8365,0.83,0.9126
subsample_3.csv,ft_transformer,20,0.8606,0.8543,0.9426,0.8654,0.8704,0.9265,0.8606,0.8585,0.9191
subsample_1.csv,ft_transformer,30,0.8846,0.8909,0.9415,0.8269,0.8043,0.9306,0.9087,0.9116,0.938
subsample_2.csv,ft_transformer,50,0.8798,0.8869,0.9257,0.8702,0.8778,0.926,0.8846,0.8889,0.9263
subsample_6.csv,ft_transformer,75,0.8654,0.8679,0.9314,0.8894,0.893,0.9196,0.8702,0.8683,0.9273
subsample_5.csv,ft_transformer,90,0.8702,0.8708,0.927,0.8894,0.891,0.9351,0.8317,0.8148,0.852
subsample_4.csv,ft_transformer,10,0.8606,0.8528,0.9189,0.8606,0.8571,0.9119,0.8894,0.894,0.927
subsample_9.csv,ft_transformer,20,0.8702,0.8708,0.9308,0.8846,0.8812,0.9344,0.8462,0.84,0.908
subsample_7.csv,ft_transformer,30,0.8846,0.8909,0.9459,0.8798,0.8879,0.9296,0.8798,0.8837,0.9122
subsample_10.csv,ft_transformer,50,0.8894,0.891,0.9221,0.851,0.8545,0.9193,0.8798,0.8869,0.922
subsample_8.csv,ft_transformer,75,0.8702,0.8657,0.9333,0.8846,0.8909,0.9235,0.8558,0.8438,0.8982
subsample_3.csv,ft_transformer,90,0.8413,0.8584,0.9316,0.8317,0.8259,0.9226,0.875,0.8796,0.9398
subsample_1.csv,ft_transformer,10,0.8702,0.88,0.9374,0.8654,0.8704,0.9326,0.8413,0.8325,0.9169
subsample_2.csv,ft_transformer,20,0.851,0.841,0.929,0.8702,0.8744,0.9256,0.8798,0.8889,0.9103
subsample_6.csv,ft_transformer,30,0.8365,0.8229,0.9243,0.875,0.8829,0.9247,0.8654,0.8667,0.9196
subsample_5.csv,ft_transformer,50,0.8894,0.892,0.9286,0.8798,0.8879,0.9369,0.875,0.8829,0.9257
subsample_4.csv,ft_transformer,75,0.8894,0.8959,0.9345,0.8654,0.8692,0.9225,0.851,0.8531,0.9159
subsample_9.csv,ft_transformer,90,0.8894,0.894,0.9271,0.8365,0.8247,0.9212,0.8558,0.8469,0.9258
subsample_7.csv,ft_transformer,10,0.8798,0.8826,0.9268,0.8846,0.8899,0.9343,0.8558,0.8544,0.9237
subsample_10.csv,ft_transformer,20,0.8894,0.892,0.9276,0.8702,0.872,0.9294,0.8942,0.8972,0.9309
subsample_8.csv,ft_transformer,30,0.8606,0.87,0.9254,0.8558,0.8696,0.934,0.8462,0.8384,0.9162
subsample_3.csv,ft_transformer,50,0.8702,0.867,0.9345,0.851,0.8426,0.9286,0.8846,0.8899,0.9326
subsample_1.csv,ft_transformer,75,0.8702,0.867,0.9296,0.8029,0.7831,0.9155,0.8798,0.8804,0.9197
subsample_2.csv,ft_transformer,90,0.8798,0.8815,0.9243,0.8702,0.867,0.9184,0.8462,0.8596,0.931
subsample_6.csv,ft_transformer,10,0.8702,0.8744,0.9125,0.8702,0.8696,0.9254,0.8654,0.8679,0.9201
subsample_5.csv,ft_transformer,20,0.875,0.8807,0.921,0.8702,0.8683,0.9097,0.8846,0.8889,0.9209
subsample_4.csv,ft_transformer,30,0.8462,0.8462,0.9212,0.8702,0.88,0.9295,0.8654,0.8692,0.9235
subsample_9.csv,ft_transformer,50,0.851,0.8473,0.9351,0.8894,0.8959,0.9296,0.8558,0.8529,0.921
subsample_7.csv,ft_transformer,75,0.8702,0.8696,0.9269,0.8558,0.8529,0.9361,0.8654,0.8692,0.9262
subsample_10.csv,ft_transformer,90,0.8365,0.8522,0.9232,0.8798,0.878,0.9295,0.8702,0.8696,0.9298
subsample_8.csv,ft_transformer,10,0.8654,0.8627,0.9442,0.8558,0.8515,0.9337,0.8798,0.8815,0.9208
subsample_3.csv,ft_transformer,20,0.8702,0.8732,0.922,0.8894,0.8959,0.9338,0.8654,0.8761,0.9287
subsample_1.csv,ft_transformer,30,0.8269,0.8065,0.9335,0.875,0.8839,0.9187,0.8798,0.8848,0.9378
subsample_2.csv,ft_transformer,50,0.8798,0.8858,0.9391,0.8846,0.8879,0.8963,0.8702,0.872,0.9242
subsample_6.csv,ft_transformer,75,0.8606,0.8557,0.9354,0.8846,0.8868,0.9362,0.8654,0.8654,0.9322
subsample_5.csv,ft_transformer,90,0.875,0.8774,0.9367,0.8654,0.8793,0.9188,0.8798,0.8879,0.9363
subsample_4.csv,ft_transformer,10,0.8942,0.8991,0.9244,0.8798,0.8869,0.9348,0.8702,0.872,0.9061
subsample_9.csv,ft_transformer,20,0.8798,0.8804,0.9264,0.8846,0.8919,0.9222,0.8462,0.84,0.9269
subsample_7.csv,ft_transformer,30,0.8798,0.8804,0.9285,0.875,0.8839,0.9236,0.8702,0.872,0.9253
subsample_10.csv,ft_transformer,50,0.8702,0.872,0.928,0.8702,0.8683,0.9301,0.8462,0.8447,0.9038
subsample_8.csv,ft_transformer,75,0.8558,0.8529,0.9286,0.8462,0.8416,0.9185,0.875,0.8762,0.9361
subsample_3.csv,ft_transformer,90,0.851,0.8517,0.9285,0.8317,0.8241,0.9109,0.8606,0.8599,0.9161
subsample_1.csv,ft_transformer,10,0.8365,0.8283,0.9289,0.875,0.8785,0.9437,0.875,0.8839,0.9251
subsample_2.csv,ft_transformer,20,0.8606,0.8557,0.9292,0.851,0.8488,0.9212,0.851,0.8488,0.9319
subsample_6.csv,ft_transformer,30,0.851,0.8488,0.9242,0.8654,0.8692,0.9332,0.8702,0.8744,0.9262
subsample_5.csv,ft_transformer,50,0.8894,0.892,0.9348,0.8173,0.8061,0.9228,0.8654,0.875,0.9185
subsample_4.csv,ft_transformer,75,0.8798,0.8826,0.9368,0.8606,0.8585,0.9295,0.8702,0.8756,0.9139
subsample_9.csv,ft_transformer,90,0.8269,0.8065,0.9263,0.8846,0.8857,0.9368,0.8894,0.89,0.9296
