samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
subsample_5_v2.csv,FTT,10,0.857,0.857,0.9207,0.8461,0.8547,0.9153,0.8397,0.8445,0.9102,0.8477,0.8517,0.9102
subsample_9_v2.csv,FTT,10,0.8709,0.8689,0.931,0.8769,0.8812,0.9342,0.8616,0.8626,0.925,0.8547,0.8585,0.9217
subsample_3_v2.csv,FTT,10,0.8683,0.87,0.9263,0.8616,0.8691,0.9312,0.851,0.8562,0.922,0.8391,0.8321,0.9158
subsample_6_v2.csv,FTT,10,0.8597,0.8604,0.9248,0.8666,0.8675,0.9262,0.8457,0.8466,0.9171,0.8364,0.8463,0.9052
subsample_7_v2.csv,FTT,10,0.8616,0.8585,0.9257,0.8616,0.8604,0.9284,0.8517,0.8503,0.9108,0.8507,0.849,0.9149
subsample_8_v2.csv,FTT,10,0.8643,0.8639,0.9234,0.8524,0.8494,0.9207,0.8461,0.8465,0.9144,0.848,0.8541,0.903
subsample_4_v2.csv,FTT,10,0.8603,0.8608,0.924,0.852,0.8515,0.9246,0.8434,0.8396,0.9129,0.85,0.8482,0.9204
subsample_1_v2.csv,FTT,10,0.852,0.8557,0.922,0.8597,0.8608,0.9292,0.8507,0.8467,0.9221,0.8587,0.8624,0.9268
subsample_10_v2.csv,FTT,10,0.853,0.8557,0.9172,0.8497,0.8515,0.9195,0.8517,0.8551,0.9097,0.8414,0.8468,0.9106
subsample_2_v2.csv,FTT,10,0.86,0.8659,0.9143,0.852,0.8585,0.9157,0.8527,0.8569,0.9119,0.8441,0.8449,0.9134
subsample_5_v2.csv,FTT,20,0.8673,0.8682,0.9248,0.8623,0.8701,0.9211,0.8676,0.8687,0.9229,0.856,0.849,0.9255
subsample_9_v2.csv,FTT,20,0.8799,0.8813,0.938,0.8819,0.8829,0.9408,0.8806,0.8826,0.9368,0.8679,0.8704,0.9309
subsample_3_v2.csv,FTT,20,0.8636,0.8686,0.9281,0.8597,0.8583,0.9329,0.8643,0.87,0.9352,0.8603,0.861,0.9256
subsample_6_v2.csv,FTT,20,0.864,0.8683,0.9271,0.862,0.8665,0.9233,0.8587,0.8613,0.925,0.8626,0.8644,0.9283
subsample_7_v2.csv,FTT,20,0.8733,0.874,0.9271,0.8666,0.8659,0.9255,0.848,0.8409,0.9249,0.8447,0.842,0.9181
subsample_8_v2.csv,FTT,20,0.8713,0.8734,0.9286,0.8719,0.8706,0.9348,0.8679,0.8719,0.9258,0.8766,0.8811,0.9346
subsample_4_v2.csv,FTT,20,0.8752,0.8762,0.9351,0.8769,0.8787,0.9362,0.8709,0.872,0.9321,0.8543,0.8527,0.9213
subsample_1_v2.csv,FTT,20,0.8736,0.8735,0.9343,0.8699,0.8717,0.9307,0.8733,0.8776,0.9347,0.864,0.868,0.9346
subsample_10_v2.csv,FTT,20,0.8607,0.8591,0.9252,0.853,0.8624,0.9249,0.863,0.8664,0.9175,0.861,0.8629,0.9205
subsample_2_v2.csv,FTT,20,0.8723,0.8757,0.9287,0.8766,0.8808,0.9377,0.8679,0.8721,0.9269,0.8461,0.8577,0.9179
subsample_5_v2.csv,FTT,30,0.867,0.8666,0.9296,0.8733,0.8806,0.9298,0.8772,0.8806,0.9386,0.8842,0.8845,0.9429
subsample_9_v2.csv,FTT,30,0.8782,0.877,0.941,0.8902,0.8901,0.9512,0.8792,0.8817,0.9357,0.8706,0.8703,0.9406
subsample_3_v2.csv,FTT,30,0.8819,0.8826,0.9413,0.8603,0.8699,0.9314,0.8829,0.8836,0.9392,0.8786,0.8798,0.944
subsample_6_v2.csv,FTT,30,0.8633,0.8704,0.9264,0.8656,0.8702,0.9293,0.8806,0.8839,0.9405,0.8779,0.8791,0.9405
subsample_7_v2.csv,FTT,30,0.8812,0.8858,0.9372,0.8829,0.8836,0.94,0.8839,0.8869,0.9384,0.8829,0.8865,0.9417
subsample_8_v2.csv,FTT,30,0.8799,0.8825,0.9382,0.8543,0.8486,0.9307,0.8729,0.8759,0.9317,0.8626,0.8652,0.9243
subsample_4_v2.csv,FTT,30,0.8779,0.8765,0.9399,0.8812,0.8805,0.9422,0.8862,0.8864,0.9453,0.8693,0.8676,0.935
subsample_1_v2.csv,FTT,30,0.8806,0.8846,0.9419,0.858,0.8669,0.9315,0.8852,0.8885,0.9457,0.8766,0.8795,0.9414
subsample_10_v2.csv,FTT,30,0.8703,0.8772,0.9352,0.8713,0.8752,0.9298,0.8723,0.875,0.9248,0.8905,0.8919,0.9423
subsample_2_v2.csv,FTT,30,0.8699,0.8705,0.9298,0.8716,0.8746,0.9309,0.8739,0.8801,0.9326,0.8623,0.8624,0.927
subsample_5_v2.csv,FTT,50,0.867,0.8636,0.9286,0.8703,0.8778,0.9297,0.8743,0.872,0.9389,0.8832,0.8854,0.941
subsample_9_v2.csv,FTT,50,0.8819,0.8879,0.9418,0.8806,0.8793,0.9418,0.8835,0.883,0.9435,0.8845,0.8914,0.951
subsample_3_v2.csv,FTT,50,0.8653,0.8654,0.9288,0.8242,0.804,0.9296,0.8709,0.8712,0.9385,0.8776,0.8818,0.9459
subsample_6_v2.csv,FTT,50,0.8779,0.8814,0.9419,0.848,0.8393,0.9349,0.8666,0.872,0.9314,0.8779,0.8814,0.9387
subsample_7_v2.csv,FTT,50,0.8879,0.8894,0.9463,0.8786,0.8784,0.9394,0.8782,0.8821,0.9381,0.8806,0.8834,0.9377
subsample_8_v2.csv,FTT,50,0.8799,0.8849,0.9407,0.8779,0.8797,0.9355,0.8812,0.8867,0.9313,0.8693,0.8707,0.9287
subsample_4_v2.csv,FTT,50,0.8782,0.8813,0.9387,0.8852,0.8872,0.9445,0.865,0.8618,0.9324,0.8782,0.881,0.9371
subsample_1_v2.csv,FTT,50,0.8792,0.8793,0.9373,0.8769,0.8763,0.9409,0.864,0.8692,0.9334,0.8925,0.8939,0.948
subsample_10_v2.csv,FTT,50,0.8633,0.8631,0.9244,0.867,0.8723,0.9262,0.8653,0.8698,0.9259,0.8736,0.8786,0.9365
subsample_2_v2.csv,FTT,50,0.8782,0.8815,0.9361,0.866,0.8731,0.9263,0.8686,0.876,0.9318,0.8799,0.8825,0.9348
subsample_5_v2.csv,FTT,75,0.8676,0.8701,0.9327,0.8689,0.8702,0.9297,0.8869,0.8882,0.9373,0.8965,0.8952,0.9509
subsample_9_v2.csv,FTT,75,0.8756,0.8788,0.9421,0.8849,0.8868,0.9475,0.8885,0.8914,0.9496,0.8746,0.8687,0.9501
subsample_3_v2.csv,FTT,75,0.8806,0.8835,0.9367,0.8749,0.882,0.9436,0.8772,0.8777,0.9401,0.8955,0.8968,0.9508
subsample_6_v2.csv,FTT,75,0.8729,0.8774,0.9357,0.8766,0.8782,0.9385,0.8766,0.8815,0.9393,0.8862,0.8889,0.943
subsample_7_v2.csv,FTT,75,0.8762,0.8806,0.9338,0.8859,0.8916,0.9397,0.8895,0.8908,0.9457,0.8869,0.8876,0.9412
subsample_8_v2.csv,FTT,75,0.8739,0.8802,0.9307,0.8713,0.8774,0.9302,0.8743,0.8748,0.9344,0.8487,0.8366,0.9358
subsample_4_v2.csv,FTT,75,0.8799,0.8859,0.941,0.8656,0.8629,0.9344,0.8832,0.8849,0.941,0.8998,0.9009,0.9482
subsample_1_v2.csv,FTT,75,0.8543,0.843,0.941,0.8855,0.8868,0.9471,0.8842,0.8904,0.9491,0.8875,0.8875,0.9493
subsample_10_v2.csv,FTT,75,0.8723,0.8788,0.9267,0.8816,0.8858,0.9369,0.8726,0.8787,0.9347,0.8706,0.8715,0.9343
subsample_2_v2.csv,FTT,75,0.8643,0.8621,0.9248,0.8786,0.8801,0.9373,0.8766,0.8808,0.932,0.8965,0.9008,0.9508
subsample_5_v2.csv,FTT,90,0.8779,0.8806,0.9342,0.8739,0.8808,0.9363,0.8703,0.873,0.9278,0.8825,0.8817,0.9404
subsample_9_v2.csv,FTT,90,0.8699,0.8645,0.9433,0.8806,0.881,0.9466,0.8772,0.8741,0.947,0.8713,0.8682,0.9384
subsample_3_v2.csv,FTT,90,0.8759,0.8828,0.9382,0.8653,0.8707,0.9288,0.8825,0.8872,0.9441,0.8716,0.8801,0.9486
subsample_6_v2.csv,FTT,90,0.866,0.8603,0.9369,0.8703,0.8744,0.9337,0.854,0.8669,0.9307,0.8607,0.849,0.947
subsample_7_v2.csv,FTT,90,0.8733,0.8798,0.9331,0.8723,0.8708,0.9347,0.8849,0.8901,0.9423,0.8593,0.8487,0.9404
subsample_8_v2.csv,FTT,90,0.8796,0.8843,0.9402,0.8779,0.8833,0.939,0.8723,0.8701,0.9355,0.858,0.8484,0.9331
subsample_4_v2.csv,FTT,90,0.8772,0.8796,0.9358,0.8749,0.873,0.939,0.8879,0.8901,0.9431,0.8835,0.8797,0.9495
subsample_1_v2.csv,FTT,90,0.8902,0.8928,0.9503,0.8689,0.879,0.9447,0.8902,0.8909,0.9487,0.8839,0.8829,0.9485
subsample_10_v2.csv,FTT,90,0.8769,0.8834,0.9351,0.8537,0.8508,0.9173,0.8689,0.8667,0.9302,0.8812,0.8829,0.9407
subsample_2_v2.csv,FTT,90,0.8835,0.8865,0.94,0.8769,0.8823,0.9332,0.8746,0.881,0.9382,0.8849,0.8868,0.9458
subsample_7_v2.csv,LR,10,0.851360319,0.847929396,0.913806131,0.851360319,0.851162791,0.923111963,0.836761778,0.833107191,0.900458334,0.842070338,0.843111404,0.913145643
subsample_9_v2.csv,LR,10,0.852687459,0.848049281,0.923123191,0.863304579,0.861837693,0.93386074,0.842070338,0.837653479,0.908629008,0.852355674,0.851518185,0.922166805
subsample_5_v2.csv,LR,10,0.842070338,0.839189189,0.90880734,0.843729263,0.844194509,0.920143951,0.823822163,0.821752266,0.895768872,0.835434638,0.837163493,0.907329608
subsample_1_v2.csv,LR,10,0.847710683,0.844248388,0.920058528,0.857664234,0.856281407,0.931323807,0.838752488,0.835699797,0.906651728,0.847047113,0.847097844,0.918931516
subsample_10_v2.csv,LR,10,0.845719973,0.841890513,0.912513777,0.846383543,0.846128282,0.917440795,0.825812873,0.822335025,0.897426696,0.837093563,0.838007258,0.906947626
subsample_3_v2.csv,LR,10,0.846051758,0.843137255,0.916117398,0.853019244,0.852284095,0.927580823,0.830126078,0.827376939,0.903901897,0.842733908,0.843357568,0.912115503
subsample_6_v2.csv,LR,10,0.843729263,0.841467519,0.912086441,0.847710683,0.849261084,0.922657547,0.832116788,0.829399865,0.899634706,0.832780358,0.835509138,0.907251891
subsample_8_v2.csv,LR,10,0.843729263,0.840932118,0.908662032,0.847710683,0.848063555,0.920348042,0.832448573,0.829334235,0.898526848,0.838088918,0.839368005,0.907278531
subsample_4_v2.csv,LR,10,0.853019244,0.848753841,0.916660319,0.853019244,0.852579035,0.921500813,0.842733908,0.838225256,0.905236083,0.845719973,0.845668769,0.911632466
subsample_2_v2.csv,LR,10,0.846383543,0.84267754,0.913447046,0.851360319,0.851360319,0.918633856,0.839416058,0.835262083,0.900258867,0.841738553,0.842418236,0.911343172
subsample_7_v2.csv,RFC,10,0.875912409,0.877777778,0.929998208,0.873921699,0.876382563,0.934701981,0.865627074,0.865582476,0.927335782,0.857664234,0.861030126,0.916302775
subsample_9_v2.csv,RFC,10,0.879562044,0.881488737,0.935989272,0.880225614,0.881600525,0.939296774,0.869940279,0.87088274,0.930877317,0.861977439,0.863874346,0.928344126
subsample_5_v2.csv,RFC,10,0.868281354,0.87181143,0.927592271,0.871930989,0.874837873,0.930301812,0.858991374,0.862147259,0.92025095,0.853682814,0.858153747,0.911853069
subsample_1_v2.csv,RFC,10,0.877239549,0.878847413,0.935492805,0.876575979,0.878985036,0.942381912,0.865958859,0.867105263,0.929314163,0.858327804,0.861047836,0.924832313
subsample_10_v2.csv,RFC,10,0.864631719,0.867446394,0.927179026,0.869940279,0.872809864,0.928607661,0.860650299,0.862114248,0.919258898,0.846383543,0.850500484,0.913788958
subsample_3_v2.csv,RFC,10,0.869608494,0.872856681,0.92967655,0.870603849,0.873458793,0.935880071,0.860650299,0.86265533,0.925773728,0.853682814,0.857879471,0.919240404
subsample_6_v2.csv,RFC,10,0.866954214,0.870936595,0.928133211,0.865295289,0.869116699,0.929760212,0.858659589,0.860784314,0.921220546,0.842402123,0.848097218,0.912912711
subsample_8_v2.csv,RFC,10,0.869940279,0.871979099,0.928495158,0.870603849,0.873540856,0.930839449,0.861977439,0.863695937,0.921866283,0.855009954,0.857886179,0.913098308
subsample_4_v2.csv,RFC,10,0.873258129,0.875651042,0.932833462,0.873921699,0.875573019,0.930634918,0.867285999,0.867986799,0.927080834,0.853351029,0.857511283,0.916885105
subsample_2_v2.csv,RFC,10,0.870935634,0.873331162,0.925523183,0.868944924,0.872126902,0.926185873,0.863968149,0.866275277,0.919341238,0.854346384,0.858978477,0.915087257
subsample_7_v2.csv,XGB,10,0.878566689,0.879605263,0.932414272,0.875248839,0.876478318,0.937263353,0.867285999,0.867986799,0.926658342,0.863968149,0.865925441,0.925604643
subsample_9_v2.csv,XGB,10,0.880889184,0.881869036,0.940140657,0.882879894,0.883305785,0.942371565,0.866954214,0.866998342,0.93103077,0.865958859,0.866754617,0.934067032
subsample_5_v2.csv,XGB,10,0.873258129,0.875326371,0.927950035,0.874253484,0.876184254,0.934742711,0.853019244,0.855276054,0.918396741,0.862972794,0.865252855,0.919422698
subsample_1_v2.csv,XGB,10,0.878566689,0.878968254,0.940791898,0.881220969,0.881456954,0.946269323,0.863304579,0.863666446,0.931999045,0.864299934,0.864434869,0.934376361
subsample_10_v2.csv,XGB,10,0.869608494,0.871189774,0.928516734,0.867285999,0.869281046,0.930513168,0.860650299,0.861568886,0.917578617,0.857000664,0.859563376,0.917449381
subsample_3_v2.csv,XGB,10,0.871599204,0.873570729,0.932624968,0.872262774,0.873646209,0.937287791,0.860650299,0.862565445,0.924872163,0.855673524,0.857796666,0.924427214
subsample_6_v2.csv,XGB,10,0.871930989,0.874593892,0.928500442,0.864299934,0.867594691,0.932105384,0.858659589,0.860510806,0.921743432,0.859654944,0.863239573,0.92026482
subsample_8_v2.csv,XGB,10,0.873921699,0.875164258,0.92960874,0.872262774,0.873977087,0.934735446,0.862309224,0.86406813,0.922421753,0.863968149,0.865749836,0.919213544
subsample_4_v2.csv,XGB,10,0.886197744,0.886836028,0.936229689,0.873589914,0.875368008,0.93314345,0.867949569,0.868211921,0.927085237,0.864299934,0.86603341,0.923295799
subsample_2_v2.csv,XGB,10,0.874917054,0.87667648,0.928823861,0.864631719,0.866317169,0.925887112,0.859654944,0.86062603,0.922478115,0.858991374,0.861698666,0.917673727
subsample_7_v2.csv,LGBM,10,0.875912409,0.877537656,0.932554736,0.880225614,0.881600525,0.938806692,0.870272064,0.871254527,0.929029933,0.864963504,0.866862938,0.924087944
subsample_9_v2.csv,LGBM,10,0.878566689,0.879526004,0.939420946,0.887193099,0.88801054,0.943174938,0.869940279,0.870456048,0.932846451,0.872926344,0.872968491,0.935885135
subsample_5_v2.csv,LGBM,10,0.871930989,0.874675325,0.92929677,0.873921699,0.876140808,0.933626047,0.861313869,0.863398693,0.921824452,0.852687459,0.855374593,0.919252293
subsample_1_v2.csv,LGBM,10,0.879562044,0.880709826,0.94021221,0.876575979,0.87787262,0.945351245,0.866290644,0.86695279,0.932689695,0.864631719,0.865701119,0.934238099
subsample_10_v2.csv,LGBM,10,0.869940279,0.872146119,0.927199721,0.869608494,0.871945259,0.93131456,0.865627074,0.866380732,0.919114691,0.848042468,0.850424559,0.917243309
subsample_3_v2.csv,LGBM,10,0.871930989,0.874185137,0.935395934,0.875248839,0.877284595,0.940666846,0.864963504,0.866862938,0.926095386,0.852355674,0.855847101,0.923958708
subsample_6_v2.csv,LGBM,10,0.874253484,0.876908087,0.933090171,0.870272064,0.873911641,0.935840222,0.855009954,0.857142857,0.923427896,0.853682814,0.857050243,0.922071034
subsample_8_v2.csv,LGBM,10,0.871267419,0.873119686,0.929370524,0.875248839,0.8776838,0.934895724,0.861977439,0.863695937,0.922847768,0.862972794,0.865691057,0.921159341
subsample_4_v2.csv,LGBM,10,0.877903119,0.878867676,0.935748414,0.876575979,0.878669276,0.935915517,0.869276709,0.87005277,0.928922273,0.863968149,0.865749836,0.926599999
subsample_2_v2.csv,LGBM,10,0.872594559,0.874673629,0.929723445,0.871267419,0.873862159,0.92783467,0.862972794,0.864456843,0.921450836,0.859986729,0.862719584,0.920737069
subsample_7_v2.csv,LR,20,0.857664234,0.857805767,0.928593571,0.871930989,0.872691293,0.942199618,0.857332449,0.856857523,0.927760916,0.858991374,0.859038143,0.926559709
subsample_9_v2.csv,LR,20,0.871267419,0.869272237,0.940954599,0.881552754,0.880721684,0.949581889,0.864299934,0.86224318,0.93839719,0.870272064,0.868659725,0.939260227
subsample_5_v2.csv,LR,20,0.858991374,0.859224909,0.92581622,0.857664234,0.858462554,0.929042042,0.852355674,0.852110336,0.924025417,0.858991374,0.859411181,0.925850565
subsample_1_v2.csv,LR,20,0.869940279,0.868808568,0.939983241,0.875248839,0.874583055,0.948145108,0.859654944,0.858196447,0.935596282,0.865295289,0.863849765,0.935356965
subsample_10_v2.csv,LR,20,0.855341739,0.855437666,0.924186356,0.861977439,0.862160371,0.928927117,0.853019244,0.852677087,0.922855033,0.857332449,0.857142857,0.924063065
subsample_3_v2.csv,LR,20,0.859323159,0.858948769,0.932740773,0.869940279,0.870026525,0.941941587,0.854346384,0.853422371,0.930613782,0.857996019,0.857901726,0.929688439
subsample_6_v2.csv,LR,20,0.856005309,0.857048748,0.93230287,0.866290644,0.867477803,0.938728755,0.849369608,0.849966953,0.927918772,0.852687459,0.85442623,0.926513475
subsample_8_v2.csv,LR,20,0.859654944,0.859140859,0.927071146,0.869940279,0.870541612,0.938819462,0.855009954,0.854478854,0.923343354,0.860982084,0.861212322,0.926862873
subsample_4_v2.csv,LR,20,0.860982084,0.860379873,0.928947372,0.867617784,0.868360277,0.937266215,0.861313869,0.860480641,0.927543395,0.865627074,0.865044985,0.931483645
subsample_2_v2.csv,LR,20,0.857664234,0.857427717,0.928776526,0.871267419,0.871181939,0.938667109,0.856668879,0.856191744,0.926691146,0.862309224,0.861804862,0.928529503
subsample_7_v2.csv,RFC,20,0.879893829,0.882772021,0.938201686,0.881884539,0.884864166,0.940592431,0.878566689,0.881014304,0.937459077,0.862309224,0.865999354,0.925054237
subsample_9_v2.csv,RFC,20,0.880225614,0.882601626,0.941428829,0.888520239,0.890838207,0.945939079,0.883875249,0.886215865,0.941490694,0.869608494,0.871358429,0.933460264
subsample_5_v2.csv,RFC,20,0.875580624,0.878680039,0.928493397,0.875912409,0.879276953,0.933295803,0.874585269,0.87774903,0.931166391,0.874253484,0.877227081,0.929149921
subsample_1_v2.csv,RFC,20,0.880889184,0.883554979,0.940744123,0.883211679,0.885416667,0.945184362,0.874917054,0.876998369,0.942099224,0.867949569,0.870358306,0.932366717
subsample_10_v2.csv,RFC,20,0.867949569,0.871778351,0.931967342,0.872594559,0.876208897,0.934056024,0.871599204,0.875121007,0.932266763,0.857996019,0.861578266,0.91945242
subsample_3_v2.csv,RFC,20,0.875912409,0.87888601,0.936729679,0.874585269,0.877985797,0.942926595,0.870935634,0.874556595,0.93742275,0.857332449,0.861290323,0.923416888
subsample_6_v2.csv,RFC,20,0.867949569,0.872680742,0.934560197,0.873589914,0.87753134,0.937742427,0.868613139,0.872750643,0.932035592,0.845719973,0.850530376,0.916070723
subsample_8_v2.csv,RFC,20,0.873258129,0.876215165,0.931861003,0.880557399,0.883570505,0.934468389,0.873589914,0.876258525,0.930929055,0.861977439,0.864671438,0.922120571
subsample_4_v2.csv,RFC,20,0.879230259,0.881587508,0.936761382,0.882548109,0.884990253,0.941278678,0.879230259,0.881587508,0.937434859,0.864631719,0.8671875,0.923457838
subsample_2_v2.csv,RFC,20,0.873921699,0.87757732,0.933509581,0.873921699,0.877181642,0.936181694,0.871267419,0.874433657,0.932353947,0.857664234,0.861478851,0.921750698
subsample_7_v2.csv,XGB,20,0.880225614,0.881833061,0.94189051,0.892501659,0.893561104,0.952652937,0.880889184,0.882179193,0.94048301,0.878566689,0.880313931,0.938010144
subsample_9_v2.csv,XGB,20,0.887524884,0.888155724,0.946997401,0.894160584,0.895169241,0.953977655,0.881884539,0.882352941,0.945543447,0.883875249,0.884792627,0.944310096
subsample_5_v2.csv,XGB,20,0.877903119,0.879659908,0.934124495,0.883543464,0.885106383,0.94244598,0.876907764,0.878559738,0.93712377,0.884870604,0.887447292,0.939962106
subsample_1_v2.csv,XGB,20,0.884870604,0.886042693,0.947278769,0.900132714,0.900232019,0.955851679,0.887856669,0.888375165,0.948569141,0.870272064,0.871677059,0.944376585
subsample_10_v2.csv,XGB,20,0.874253484,0.877147488,0.934213441,0.875912409,0.878492528,0.938788639,0.869276709,0.871073298,0.93451088,0.866622429,0.868110236,0.929457048
subsample_3_v2.csv,XGB,20,0.876244194,0.878303426,0.944290722,0.891838089,0.893741851,0.952004558,0.876907764,0.878955954,0.942310139,0.870603849,0.872047244,0.936714928
subsample_6_v2.csv,XGB,20,0.874917054,0.87787496,0.939589811,0.889847379,0.892417369,0.947394134,0.872926344,0.876252019,0.938365266,0.867617784,0.869820555,0.933090391
subsample_8_v2.csv,XGB,20,0.879562044,0.880709826,0.935520766,0.887856669,0.889397906,0.946438408,0.878566689,0.880313931,0.93652779,0.876575979,0.878272251,0.933119453
subsample_4_v2.csv,XGB,20,0.879893829,0.881155614,0.939664886,0.894492369,0.89614631,0.950692169,0.883875249,0.885095207,0.94014418,0.880225614,0.88175565,0.937014789
subsample_2_v2.csv,XGB,20,0.872594559,0.875243665,0.934486002,0.881552754,0.883523654,0.942831044,0.877571334,0.88,0.9351608,0.869940279,0.872727273,0.932493751
subsample_7_v2.csv,LGBM,20,0.882548109,0.884464752,0.940150785,0.897810219,0.898883782,0.951030779,0.886861314,0.888452731,0.942353512,0.881884539,0.883584042,0.941445781
subsample_9_v2.csv,LGBM,20,0.888520239,0.890052356,0.946963276,0.904114134,0.905027933,0.956617405,0.884870604,0.885742509,0.945210781,0.886529529,0.887277521,0.947086126
subsample_5_v2.csv,LGBM,20,0.877239549,0.879084967,0.935852551,0.886197744,0.888527787,0.942544172,0.878566689,0.880470281,0.937843481,0.879893829,0.882543803,0.938568917
subsample_1_v2.csv,LGBM,20,0.882548109,0.883858268,0.948430439,0.897478434,0.898187809,0.958463908,0.889847379,0.890861275,0.949227428,0.881220969,0.881535407,0.945155961
